GEOID,NAME,intersects_study_bbox,area_km2,n_stops_in_bbox,n_stops_mts,n_stops_nctd,n_route_directions,n_route_directions_with_headway,min_route_headway_min,mean_route_headway_min,median_route_headway_min,dist_nearest_stop_m,poverty_rate,disadvantage_z,rel_moe_pop,B01003_001E
06073008331,83.31,True,0.9542076592983256,0,0,0,0,0,,,,3477.558489193282,0.0278380332610267,-1.1963808879607642,0.1554591467823572,2766
06073008336,83.36,True,0.8285621300111974,0,0,0,0,0,,,,1927.8165979822086,0.0033557046979865,-1.1736753843498229,0.0939597315436241,2086
06073008337,83.37,True,1.572595696676737,0,0,0,0,0,,,,1940.1386194898482,0.0188150520416333,-1.022799207836012,0.1507205764611689,4996
06073008339,83.39,True,11.858320554094353,39,14,25,14,14,15.0,33.42857142857143,35.0,421.8995171931762,0.3443145589798087,1.6423261133730538,0.1424017003188097,1882
06073008343,83.43,True,0.7661042482137584,5,4,1,5,5,5.0,20.6,23.0,485.659819559102,0.2629051620648259,1.286228281871524,0.1202881152460984,4165
06073008344,83.44,True,2.0384680288316845,3,3,0,2,2,14.0,15.5,15.5,843.1688347233493,0.0367052023121387,-0.8913877604640533,0.1202312138728323,3460
06073008345,83.45,True,1.9122928588764738,2,2,0,1,1,14.0,14.0,14.0,996.6427235148386,0.0773073263558515,0.2360240381060351,0.14058039961941,4204
06073008346,83.46,True,11.742275890480977,51,22,29,7,7,15.0,28.642857142857142,30.0,592.6784535995171,0.0218566392479435,-0.9266307155489254,0.1125734430082256,4255
06073008347,83.47,True,2.266985606195673,0,0,0,0,0,,,,1290.3628627926787,0.0402744630071599,-0.604165307200443,0.1085918854415274,6704
06073008348,83.48,True,1.9982986040203632,4,4,0,3,2,15.0,16.75,16.75,609.4339839394487,0.0528875379939209,-0.4095475490213343,0.1009118541033434,4935
06073008349,83.49,True,0.9598305169861319,8,8,0,4,3,15.0,21.166666666666668,18.5,436.0595633854247,0.0688121402407116,-0.0965170656384237,0.130559916274202,3822
06073008350,83.50,True,15.528706917621424,51,31,20,8,7,17.0,29.571428571428573,30.0,494.8414942024282,0.0910956741395642,-0.0243406420802063,0.1215661509314808,6334
06073008351,83.51,True,1.059681488405334,4,4,0,3,3,20.0,26.666666666666668,30.0,435.67428208637375,0.0504463358937097,-0.5387801888990307,0.1731368071413743,4817
06073008352,83.52,True,0.6960015522126973,5,5,0,2,2,30.0,31.0,31.0,269.2771633115378,0.0480699198834668,-0.3534728209300631,0.3056567127943675,4119
06073008353,83.53,True,1.954795110234528,0,0,0,0,0,,,,919.5582108649355,0.0628904623073719,-0.3993639846960017,0.1247396917950853,4802
06073008355,83.55,True,0.8942795429244672,0,0,0,0,0,,,,497.38553439664383,0.0468800517297122,-0.5590084172171331,0.0617523440025864,3093
06073008356,83.56,True,0.6058234179388244,3,3,0,1,1,32.0,32.0,32.0,376.3042592489201,0.0797468354430379,-0.1642199785815238,0.1562025316455696,3950
06073008357,83.57,True,0.9140036700609556,7,7,0,4,3,15.0,21.833333333333332,18.5,362.32564526171933,0.1590711805555555,0.4072306796024695,0.1078559027777777,4608
06073008358,83.58,True,1.8847327303181762,26,26,0,6,6,17.0,24.583333333333332,25.0,221.63677393857864,0.098589389757743,0.1205197741294094,0.140754369825207,6522
06073008359,83.59,True,1.1136479042468048,16,16,0,14,12,10.0,21.791666666666668,19.25,192.3155989865811,0.0786262991414369,0.3512144403369293,0.1432444645277903,4426
06073008360,83.60,True,2.7859768696529943,16,16,0,4,4,30.0,30.0,30.0,568.0549490854809,0.0741055013435157,0.1496075585840449,0.2559751096026021,7071
06073008361,83.61,True,0.5646264793579354,10,7,3,8,8,5.0,20.0625,22.25,232.3708446152576,0.2665441176470588,1.08729969140253,0.1588235294117647,2720
06073008362,83.62,True,0.8862276505220756,5,4,1,5,5,5.0,14.8,15.0,619.0593490816882,0.065137614678899,0.0058811192112629,0.1831804281345565,3270
06073008363,83.63,True,0.25441215905395015,3,3,0,1,1,9.0,9.0,9.0,200.8023947557343,0.4275079099199702,2.2818062101018586,0.1373534338358459,5373
06073008364,83.64,True,0.9892480945526799,3,2,1,3,3,5.0,16.666666666666668,15.0,412.0023333552592,0.231940818102698,1.3270345258862368,0.1214099216710182,4596
06073008365,83.65,True,2.3000524043019466,0,0,0,0,0,,,,1543.3683257967623,0.0264266564534661,-1.17349059785521,0.1248563768671007,2611
06073008366,83.66,True,6.034203361323758,0,0,0,0,0,,,,2784.0853478947693,0.0142979696883042,-1.3400835663139352,0.1331140977981126,6994
06073008367,83.67,True,1.861042670072152,0,0,0,0,0,,,,3862.618582252399,0.1111111111111111,0.0312474303065343,0.1228864734299517,3312
06073008368,83.68,True,2.6426036519303855,0,0,0,0,0,,,,2709.940864703945,0.0788985148514851,-0.9719949433896576,0.0934405940594059,6464
06073008369,83.69,True,1.4948283347391838,0,0,0,0,0,,,,2287.657302275301,0.045662100456621,-0.782383902018227,0.2774516199173733,4599
06073008370,83.70,True,1.008438793671294,0,0,0,0,0,,,,2454.7931967100303,0.0337730870712401,-0.6241536205698922,0.1182058047493403,3790
06073008371,83.71,True,2.095112407029324,0,0,0,0,0,,,,1187.4097180508325,0.0147315855181023,-0.6752741101156521,0.1860174781523096,4005
06073008372,83.72,True,7.270537437169846,0,0,0,0,0,,,,2190.3276253888616,0.0716267339218158,-1.0867482978304377,0.1313997477931904,3965
06073008373,83.73,True,3.1207814888277543,0,0,0,0,0,,,,2404.5681901035546,0.0571677307022635,-0.9738709831647846,0.1314567614625653,3446
06073008374,83.74,True,3.166014674400411,0,0,0,0,0,,,,3284.921294420445,0.0,-1.6007816892368416,0.1261390887290167,4170
06073008375,83.75,True,1.0340117682805188,3,3,0,3,3,14.0,20.333333333333332,17.0,172.515787554286,0.2893636785880167,0.9278717704465692,0.1223873664653971,4306
06073008376,83.76,True,1.2519782294394877,18,17,1,20,20,5.0,20.45,17.75,274.3062210437499,0.1229676400947119,-0.0394404138721962,0.1990528808208366,6335
06073008377,83.77,True,0.3457451961952131,5,3,2,5,5,9.0,22.1,29.5,129.07379716364758,0.2957965749870264,1.943880457995796,0.1572392319667877,1927
06073008378,83.78,True,0.2219482320849512,3,2,1,5,5,9.0,19.3,15.0,206.57680930520283,0.4091903719912472,2.261279041390285,0.2330415754923413,914
06073008379,83.79,True,0.2528912285085698,3,3,0,7,7,9.0,21.357142857142858,18.5,174.7437370652749,0.3605947955390334,2.986305793867295,0.1573729863692688,4035
06073008380,83.80,True,2.4370707380725527,0,0,0,0,0,,,,1989.4259127787332,0.1216216216216216,0.1308225561743007,0.1449631449631449,6512
06073008381,83.81,True,0.4626175850133259,0,0,0,0,0,,,,1263.1760107990287,0.0883961992513677,-0.7981364751687264,0.289375179959689,3473
06073008501,85.01,True,3.039524285946377,2,2,0,1,1,23.0,23.0,23.0,743.9309881877099,0.0698275862068965,-0.2996678596360542,0.1713793103448276,5800
06073008502,85.02,True,3.1804156066047833,15,15,0,5,5,11.0,19.2,17.0,598.803813466591,0.1621900826446281,0.4853274288370821,0.1915584415584415,6776
06073008503,85.03,True,3.6792090797051107,14,14,0,3,3,11.0,17.0,17.0,922.3669124937742,0.110189266269121,0.1060913843037857,0.2251750064817215,7714
06073008504,85.04,True,3.017643536906158,17,17,0,4,4,15.0,19.75,17.0,647.3977117512446,0.0954884667571234,0.0127432111658382,0.1519674355495251,5896
06073008505,85.05,True,2.95288749861992,8,8,0,2,2,11.0,12.5,12.5,660.4685945299037,0.0924898261191269,0.2357790350794334,0.1429892711801701,5406
06073008506,85.06,True,1.2899580956471313,10,10,0,2,2,14.0,14.5,14.5,456.57387678217265,0.1143486777668952,0.0296292934439967,0.1074926542605289,4084
06073008507,85.07,True,2.237201247983618,7,7,0,3,3,14.0,15.333333333333334,15.0,663.5295297917152,0.1032818532818532,0.2749494701560339,0.1271373414230557,7252
06073008509,85.09,True,1.9528321569891587,9,9,0,2,2,14.0,15.25,15.25,579.5640562266642,0.0673239870590047,0.0854286491259365,0.1364966877214604,6491
06073008510,85.10,True,2.0295774584445363,10,10,0,2,2,9.0,9.0,9.0,149.41254552020771,0.0882763433356594,0.7784691002600647,0.1027564549895324,5732
06073008511,85.11,True,15.21305604369078,90,90,0,18,17,9.0,21.470588235294116,15.0,198.51479592368648,0.0891458411040656,-0.2077993089233007,0.180716150690041,5362
06073008512,85.12,True,2.080869704024098,2,2,0,2,2,16.5,23.25,23.25,976.5269299180508,0.0890427900074202,0.0590616454551912,0.0878060845906505,4043
06073008513,85.13,True,1.4960460972789653,4,4,0,1,1,30.0,30.0,30.0,558.4091882703685,0.0498453076658645,-0.4722026212566872,0.1127535235476108,2909
06073008600,86,True,2.6707664834566334,6,6,0,3,3,9.0,21.333333333333332,25.0,803.8334197191912,0.1112312683454348,0.5936147779837492,0.1637571450641124,6473
06073008701,87.01,True,1.6829545791460905,12,12,0,4,4,9.0,14.25,11.5,318.6391725247993,0.1234939759036144,0.2742169094659764,0.1325301204819277,3320
06073008702,87.02,True,2.695595941460414,23,23,0,4,4,15.0,20.875,21.75,447.05237026917405,0.1318007662835249,0.389135131147795,0.1088122605363984,5220
06073008800,88,True,1.4610097192284714,11,11,0,3,3,9.0,18.0,15.0,397.3492324121175,0.2014675386824055,1.1178006778141911,0.1107034614771095,6269
06073008901,89.01,True,1.2990933962157163,10,10,0,3,3,9.0,19.166666666666668,23.5,254.5143954909167,0.0781584582441113,0.1012666245608461,0.15203426124197,5604
06073008902,89.02,True,3.075215699768793,38,38,0,17,17,10.0,24.08823529411765,17.0,367.49486367723733,0.1325681492109038,0.3091638675898656,0.1718794835007173,3485
06073009000,90,True,1.2318485446436773,6,6,0,1,1,9.0,9.0,9.0,552.2058811621083,0.0614317562546445,-0.2035795602023665,0.1280653950953678,4037
06073009101,91.01,True,2.7802592232537804,19,19,0,9,9,9.0,14.61111111111111,15.0,592.6265207159577,0.056617922759655,-0.1977458650938143,0.1284214473190851,5334
06073009102,91.02,True,0.9806547032335647,8,8,0,2,2,16.5,16.75,16.75,248.5874532773221,0.1386693856742289,0.8873376797707971,0.2273770073923018,3923
06073009103,91.03,True,1.807388843844268,9,9,0,4,4,9.0,16.0,16.0,432.37726790679824,0.0413243112614789,-0.4955585884944617,0.1104398260028999,4138
06073009104,91.04,True,1.7108411510129127,5,5,0,2,2,17.0,20.0,20.0,1033.076286444876,0.0496828752642706,-0.4666120397313889,0.1356589147286821,2838
06073009107,91.07,True,0.8067325795759615,8,8,0,3,3,9.0,13.0,15.0,256.3882496189592,0.281484405842874,1.1785704906576246,0.1393604421634425,5066
06073009108,91.08,True,1.5524684538889144,18,18,0,5,5,9.0,14.6,15.0,66.51108456877154,0.0595930232558139,-0.0617485322005741,0.1613372093023256,2064
06073009109,91.09,True,0.8533036303576962,3,3,0,1,1,9.0,9.0,9.0,320.7339630129558,0.0,-1.0832663218833178,0.0210183540556542,3378
06073009201,92.01,True,1.7037954761092444,11,11,0,5,5,15.0,36.7,25.0,407.39818120897115,0.0794563512807109,0.2523258454382785,0.1474124411918452,5739
06073009203,92.03,True,1.5270657529676668,0,0,0,0,0,,,,548.4152403598741,0.1350534635053463,-0.1106674615150101,0.0911204091120409,4302
06073009204,92.04,True,2.055279871918375,6,6,0,1,1,20.0,20.0,20.0,486.81278289592467,0.0261311396080329,-0.7801220850507806,0.3121219453181708,4133
06073009301,93.01,True,1.5796917217197106,13,13,0,3,3,20.0,34.5,23.5,98.38484603017658,0.0795625942684766,-0.0560020080012613,0.2188914027149321,5304
06073009305,93.05,True,1.5707557303228818,0,0,0,0,0,,,,1237.3098403256347,0.0948308627898137,-0.2486707623881735,0.1459521094640821,5262
06073009306,93.06,True,2.8461493194469845,7,7,0,4,4,20.0,40.875,41.75,603.6067179420763,0.0678733031674208,-0.4145097963835941,0.1214758092586146,5746
06073009307,93.07,True,4.627274844874048,34,34,0,5,5,15.0,21.4,17.0,196.33484776615268,0.0986598890942698,0.2136590879929822,0.1259242144177449,4328
06073009308,93.08,True,0.9289901913174161,8,8,0,2,2,15.0,15.0,15.0,209.27701350414802,0.0314867424242424,0.4535164579451375,0.1664299242424242,4224
06073009400,94,True,62.42884069556234,10,10,0,1,1,30.0,30.0,30.0,3047.9400393289193,0.0317950982556855,-0.247225361433311,0.0845661293883859,4529
06073009502,95.02,True,3.37483042256501,7,7,0,2,2,60.0,60.0,60.0,192.65063670176593,0.0244374546334381,-0.6376067458361325,0.1279941930800871,4133
06073009504,95.04,True,59.073675958667124,1,1,0,2,2,30.0,31.0,31.0,5568.786976778322,0.0349627711233408,-1.4196927839361464,0.1100679831660731,6178
06073009505,95.05,True,17.536925046081606,2,2,0,1,1,60.0,60.0,60.0,3329.486184236758,0.0530930345835362,-0.3452159715527154,0.1060237051469394,6159
06073009506,95.06,True,1.5239770409457303,9,9,0,2,2,60.0,60.0,60.0,345.46515810985534,0.0434308162374508,-0.6147783199144157,0.0927542557835006,4582
06073009507,95.07,True,4.068785994538402,0,0,0,0,0,,,,2049.3611420734437,0.0505846466700559,-0.3212876753377001,0.1555668530757498,3934
06073009509,95.09,True,5.100590967724025,3,3,0,2,2,60.0,60.0,60.0,965.5794298928413,0.0228064066852367,-0.0386954775499185,0.1357938718662952,5744
06073009510,95.10,True,1.6499501492603306,9,9,0,2,2,60.0,60.0,60.0,369.0464210030664,0.1123737373737373,0.3850264884583687,0.1887626262626262,4752
06073009511,95.11,True,1.536193638581046,1,1,0,1,1,60.0,60.0,60.0,646.3583889021701,0.0840532337146859,0.1445946653763883,0.2367499416296988,4283
06073009602,96.02,True,1.9334353693264288,7,7,0,1,1,60.0,60.0,60.0,657.7116614720878,0.056086211119275,-0.6513028789841887,0.1347048738672544,4083
06073009603,96.03,True,1.7306816140820085,14,14,0,6,6,7.0,31.166666666666668,22.5,402.8682061161239,0.1614035087719298,0.8425620433808115,0.1529505582137161,6270
06073009604,96.04,True,1.8280167774517626,21,21,0,7,7,7.0,27.714285714285715,15.0,567.7742277112898,0.0541718555417185,0.0590164564688962,0.1553549190535492,3212
06073009703,97.03,True,1.6556410965868804,8,8,0,2,2,60.0,60.0,60.0,234.08205421480554,0.04673157162726,-0.4328808823353495,0.0840055632823365,3595
06073009704,97.04,True,3.133410672820641,3,3,0,1,1,23.0,23.0,23.0,1115.559952070253,0.0801578867466221,-0.1087675787794107,0.1584940033399119,6587
06073009705,97.05,True,2.414771121739568,3,3,0,2,2,23.0,41.5,41.5,887.5961991571278,0.0316216216216216,-0.5951862997711812,0.0621621621621621,3700
06073009706,97.06,True,6.412697304218506,10,10,0,2,2,16.5,38.25,38.25,1234.736631044972,0.0896206752813672,-0.225027830996964,0.1083784910379324,7197
06073009801,98.01,True,2.0918000818686724,10,10,0,2,2,16.5,19.75,19.75,172.59595181594023,0.0343195266272189,-0.3321784066576881,0.1698224852071005,5070
06073009802,98.02,True,1.9867179010594913,13,13,0,4,4,15.0,20.625,19.75,160.07462903388623,0.1222601764873327,0.1194425578956844,0.1363506974096214,7026
06073009804,98.04,True,1.893304882268877,1,1,0,2,2,23.0,25.5,25.5,715.1181444951801,0.0207182320441988,-0.4697618175258455,0.1331146408839779,5792
06073009805,98.05,True,7.475427143652008,0,0,0,0,0,,,,1651.1326086167319,0.0443079622724281,-0.1986965729247281,0.0763325290633911,4559
06073009901,99.01,True,7.305558713165744,18,18,0,2,2,60.0,60.0,60.0,67.81715825982361,0.0,-0.5236682336308077,0.0437756497948016,1462
06073009902,99.02,True,13.798894426439185,0,0,0,0,0,,,,2127.55134845586,,0.0,,0
06073010001,100.01,True,2.103615886364101,9,9,0,3,3,11.0,12.666666666666666,13.0,347.9340165966965,0.055724417426545,-0.0309601657222379,0.1897163120567375,3948
06073010003,100.03,True,1.2784185090636588,5,5,0,1,1,8.0,8.0,8.0,538.3272654941949,0.0993563958165728,0.2111664434719952,0.1874497184231697,4972
06073010004,100.04,True,1.4112041814824188,6,6,0,2,2,11.0,12.0,12.0,287.29842654221966,0.0797475616752725,-0.0891150675051168,0.2302543507362784,5229
06073010005,100.05,True,1.5053180900801038,4,4,0,1,1,15.0,15.0,15.0,481.5339219973085,0.2202390190904858,1.7482325491284785,0.1230793108800248,6443
06073010009,100.09,True,4.035314813802301,12,12,0,2,2,15.0,15.0,15.0,846.3956225324355,0.1028329654157468,0.4027390851103118,0.1405445180279617,5436
06073010010,100.10,True,1.1698647175492285,9,9,0,4,4,8.0,12.0,12.0,445.90494953712204,0.1235697940503432,0.789888497901342,0.109423757021011,4807
06073010011,100.11,True,0.8850289616567335,8,8,0,2,2,8.0,10.5,10.5,391.8763776267466,0.0585867620751341,-0.2230097134999073,0.2133273703041145,4472
06073010012,100.12,True,0.6295884408872479,7,7,0,2,2,15.0,15.0,15.0,284.84703203378365,0.0914223669923995,0.5488821703308058,0.152442996742671,4605
06073010013,100.13,True,0.8965293146365895,24,24,0,4,4,9.0,13.5,15.0,158.22841255176868,0.1089783281733746,0.5459329137142824,0.2086687306501548,4845
06073010015,100.15,True,40.49232703958385,62,62,0,14,13,8.5,23.423076923076923,15.0,390.26765500169455,0.0458458889367197,-0.4354881846691845,0.2285837279380111,4646
06073010016,100.16,True,19.16404056379914,7,7,0,2,2,15.0,37.75,37.75,1334.0227425327387,0.0,-0.5236682336308077,0.044140503574759,3217
06073010017,100.17,True,2.8872284664100567,9,9,0,2,2,8.0,9.5,9.5,560.965647778472,0.0761282479866281,-0.1394989525591674,0.1934356480777997,6581
06073010018,100.18,True,3.418624455865424,1,1,0,1,1,15.0,15.0,15.0,1161.7062575057826,0.0234503360716952,-0.5908266039180824,0.1232262882748319,6695
06073010019,100.19,True,3.041227450056394,1,1,0,1,1,11.0,11.0,11.0,1618.5111862056663,0.0479260089686098,-0.5169517148073975,0.1496636771300448,3568
06073010103,101.03,True,6.78791793819504,12,12,0,4,4,8.0,11.25,10.5,1160.0205598321543,0.2451456310679611,1.2548984739588442,0.1474514563106796,6592
06073010104,101.04,True,1.613548913885829,11,11,0,3,3,8.0,12.333333333333334,11.0,198.51804871836694,0.0536996565719637,-0.1286864361683089,0.1863877614736185,3203
06073010106,101.06,True,1.3376144352743249,29,29,0,18,18,7.0,14.555555555555555,14.5,294.9170620470188,0.2397959183673469,1.4659128319758503,0.1073554421768707,4704
06073010107,101.07,True,2.3263717277463427,22,22,0,7,7,7.0,10.857142857142858,10.0,138.02568970188125,0.0463900134952766,-0.1022537305925205,0.1172402159244264,5928
06073010109,101.09,True,12.923501546928893,1,1,0,1,1,11.0,11.0,11.0,1803.9825381368587,0.0474709784411276,-0.1997638526127572,0.175787728026534,4824
06073010110,101.10,True,2.1859318645997736,10,10,0,6,6,8.0,11.916666666666666,10.5,382.3648002535736,0.2065689467969598,0.863940947096081,0.1183496199782844,7368
06073010111,101.11,True,0.6055532396512525,9,9,0,2,2,15.0,15.0,15.0,36.30574479234494,0.1654676258992805,0.6414534088844978,0.2188710570005534,3614
06073010112,101.12,True,0.8020416579210266,8,8,0,2,2,8.0,9.5,9.5,306.5120830670506,0.2280099217706544,1.1293577081466502,0.16809769128029,5241
06073010201,102.01,True,7.92880020742155,11,11,0,4,4,8.0,9.375,9.25,1750.9316755595003,0.3009545199326221,0.9481295092068492,0.0873104997192588,3562
06073010202,102.02,True,0.889567215244761,8,8,0,1,1,8.0,8.0,8.0,384.0981298778099,0.0918514252807371,0.0370609090444649,0.1857183990786064,3473
06073010300,103,True,1.1200203442967076,10,10,0,6,6,8.0,11.916666666666666,10.5,147.69062240667628,0.1235849056603773,0.9285440407741652,0.1533018867924528,4240
06073010401,104.01,True,0.40607080781709226,2,2,0,3,3,8.0,11.333333333333334,10.0,324.2477064617707,0.0465116279069767,0.1932213819686732,0.1637209302325581,2150
06073010402,104.02,True,0.6866963012508096,8,8,0,4,4,8.0,11.375,9.75,12.73758567326626,0.1560088202866593,1.011063454087669,0.0955531054759279,5442
06073010501,105.01,True,0.47625233050545107,7,7,0,2,2,11.0,14.5,14.5,169.30648617812372,0.0543478260869565,-0.1252479150110548,0.1513975155279503,1288
06073010502,105.02,True,1.0591170485160855,9,9,0,5,5,8.0,12.6,11.0,216.10242245076518,0.1748519679554162,0.849586431717221,0.1196447230929989,5742
06073010601,106.01,True,11.657509189643182,3,3,0,2,2,16.0,17.0,17.0,1402.7679546372542,0.0484603735487127,-1.0614093515217984,0.154972236244321,1981
06073010800,108,True,0.6612205670241096,4,4,0,2,2,18.0,39.0,39.0,452.2646862993597,0.0489086499595796,-0.331364850442566,0.1657235246564268,2474
06073010900,109,True,1.3593702319673722,4,4,0,2,2,16.0,38.0,38.0,779.2769307632235,0.0101201771030993,-0.933653095564708,0.1948134092346616,1581
06073011000,110,True,1.0014382967466458,17,17,0,6,6,16.0,33.166666666666664,22.5,136.5389495088716,0.0290635091496232,-0.2969312095542413,0.1359885181198421,2787
06073011100,111,True,0.9967297080738919,9,9,0,3,3,16.0,31.333333333333332,18.0,35.36233001801658,0.0393656188048711,-0.0556132765123359,0.1418861512319456,3531
06073011300,113,True,11.58088350796648,1,1,0,2,2,16.0,17.0,17.0,2105.3034146671803,0.0075440067057837,-0.8783145859473563,0.0708298407376362,2386
06073011601,116.01,True,0.7337154700249136,10,10,0,6,6,7.0,19.333333333333332,12.5,200.26070016531594,0.1977225672877846,0.740991996317018,0.1123188405797101,5796
06073011602,116.02,True,1.019679752593928,13,13,0,5,5,9.0,11.6,12.0,85.93172314486853,0.1206755652410787,0.82144158401477,0.2301825115772269,3671
06073011700,117,True,1.630750563994404,34,34,0,11,11,7.0,22.272727272727273,13.0,41.889133560180085,0.1362527114967462,1.1786312910930334,0.1232375271149674,7376
06073011801,118.01,True,0.6518636435896782,14,14,0,4,4,11.0,37.25,36.5,19.83376018590763,0.2245271507016473,1.06499459160533,0.1269066503965832,3278
06073011802,118.02,True,0.9526606303743983,14,14,0,4,4,8.0,49.75,62.5,157.32509694982824,0.1629660661918726,0.7701920656149083,0.1371316855187823,7161
06073011902,119.02,True,1.70427715718956,17,17,0,5,5,7.0,30.0,11.0,237.22410720690178,0.0876935615321923,0.6966612055523481,0.1193154034229828,6135
06073012002,120.02,True,0.568095573418477,8,8,0,6,6,7.0,29.666666666666668,16.5,169.4373377931807,0.2106056040976197,2.178628191165715,0.1892136185598071,3319
06073012003,120.03,True,1.096288327000292,14,14,0,7,7,7.0,28.714285714285715,21.0,152.24507523590069,0.0562262849258364,0.0282807418794155,0.1376336667816488,2899
06073012101,121.01,True,0.6926573502620977,7,7,0,4,4,7.0,10.25,10.5,516.9440838806605,0.077063383492932,0.3201962119980954,0.2074783401732786,2193
06073012102,121.02,True,1.1267970619896135,5,5,0,3,3,7.0,46.0,65.0,205.054914552292,0.1678169269887395,0.8568527050276109,0.1543770432255721,2753
06073012200,122,True,1.77203310726931,12,12,0,4,4,9.0,38.0,38.5,282.1018970539754,0.1472429210134128,0.5562854105649757,0.1287630402384501,3355
06073012302,123.02,True,0.4075182981961157,11,11,0,7,7,10.0,15.071428571428571,14.0,34.29208134302417,0.1839530332681017,1.712331055532892,0.1389432485322896,1533
06073012303,123.03,True,1.5658255189025072,5,5,0,1,1,12.0,12.0,12.0,515.7220724578258,0.1169742656615544,0.713832338095772,0.1112555237847673,3847
06073012304,123.04,True,1.2323439669990404,8,8,0,3,3,10.0,14.833333333333334,11.5,150.189022122669,0.0987124463519313,0.4035546868615536,0.2168511407273548,4427
06073012401,124.01,True,1.509924557859812,9,9,0,4,4,9.0,11.5,11.5,134.1930308662815,0.0679149476356712,0.183100792657309,0.1504284354173278,3151
06073012402,124.02,True,0.8968789151083322,12,12,0,7,7,10.0,14.285714285714286,13.0,20.304015426776246,0.1642804698972099,0.6499977356884921,0.1765785609397944,5448
06073012501,125.01,True,0.46108961501293905,8,8,0,7,7,7.0,10.5,10.0,277.63594785727645,0.2834170854271357,1.9711206320553287,0.143467336683417,3980
06073012502,125.02,True,4.343915489828396,16,16,0,8,8,7.0,13.75,13.5,991.7292526656948,0.1233954451345755,0.7084391150634978,0.1178053830227743,4830
06073012600,126,True,7.156292362966466,6,6,0,2,2,7.0,11.0,11.0,1200.818192998123,0.1157446808510638,0.475317189961545,0.1546808510638297,4700
06073012700,127,True,1.138949404951816,17,17,0,7,7,8.0,11.642857142857142,11.5,195.15145157712664,0.1356001638672675,1.0294136680334882,0.1693977877918885,4882
06073012800,128,True,1.0349304687069887,12,12,0,6,6,8.0,12.083333333333334,11.75,160.83554196066342,0.0726889649723465,0.3600706178165711,0.1519620753226231,3797
06073012900,129,True,1.3724204203237655,6,6,0,3,3,11.5,14.166666666666666,13.0,599.3877627215478,0.0542635658914728,-0.24004026942706,0.1427425821972734,3741
06073013000,130,True,1.62733450247219,10,10,0,4,4,8.0,12.0,12.0,558.342862631759,0.1272167933405718,0.6867730795167798,0.1263119797321751,5526
06073013102,131.02,True,1.986978809929641,15,15,0,5,5,11.5,14.5,14.0,209.1026442632938,0.0993011065812463,0.4924112008364218,0.1820034944670937,6868
06073013103,131.03,True,2.489992508498887,6,6,0,4,4,7.0,11.5,11.5,890.9008446613867,0.1360160965794768,0.5883439119045519,0.1983903420523138,2485
06073013104,131.04,True,0.9778913292807175,3,3,0,1,1,10.0,10.0,10.0,444.693090422342,0.1122770199370409,0.5831582027549915,0.1439314445610353,5718
06073013203,132.03,True,1.1159367266979925,15,15,0,5,5,11.5,13.5,13.0,79.91713476667815,0.123421926910299,1.244196682357928,0.1564784053156146,6020
06073013204,132.04,True,0.8022906545487278,11,11,0,4,4,11.5,14.125,13.5,81.1562972808251,0.093984962406015,0.4963454576806509,0.1530296329057938,4522
06073013205,132.05,True,1.7818128380490261,14,14,0,12,12,7.0,15.291666666666666,12.25,273.52642475235666,0.1274060494958753,0.494976978672007,0.1814848762603116,2182
06073013206,132.06,True,1.5890480263944575,22,22,0,8,8,10.0,13.0,12.25,85.59005355898935,0.2278713118853142,1.3078145143875972,0.1358559759959993,5999
06073013301,133.01,True,1.6757176414756456,7,7,0,2,2,10.0,14.0,14.0,524.2107043757276,0.0730452674897119,0.0302299952995572,0.1549382716049382,4860
06073013302,133.02,True,1.3997243475735233,12,12,0,4,4,10.0,12.25,11.5,428.25307877363036,0.0729833546734955,-0.1718510710794364,0.3697538767961303,7029
06073013303,133.03,True,1.3823412640618051,10,10,0,3,3,10.0,11.5,11.5,280.48138625829864,0.0672762900065316,0.2404211160702324,0.1347703026344437,4593
06073013306,133.06,True,1.295111319487902,9,9,0,2,2,16.0,17.0,17.0,84.5918273717124,0.1396950319724545,0.3267956364116827,0.1237088047220855,4066
06073013307,133.07,True,1.3082136583339963,12,12,0,4,4,10.0,13.875,13.75,147.5728596611369,0.2141912736888497,0.6121646985981926,0.2432789775231379,4538
06073013308,133.08,True,1.6090331553913426,3,3,0,1,1,10.0,10.0,10.0,430.0685623601442,0.0978120978120978,0.0786802280575917,0.1943371943371943,3885
06073013309,133.09,True,2.527100860311533,14,14,0,6,5,11.5,15.5,16.0,396.73421801231365,0.0452087089169324,-0.5858356997721289,0.1279988905838302,7211
06073013312,133.12,True,0.884686323486851,4,4,0,1,1,16.0,16.0,16.0,326.82425182033825,0.0368647100930565,0.4408384422328084,0.1671438797423049,2794
06073013315,133.15,True,1.2651606550392058,2,2,0,1,1,32.0,32.0,32.0,588.7656624674253,0.0842537888517852,-0.4184011017697265,0.1402517338813254,3893
06073013316,133.16,True,2.673522005055538,10,10,0,4,4,8.0,21.0,22.0,470.73614229047996,0.05211431527221,-0.4526389172723733,0.1924220871589292,7733
06073013317,133.17,True,17.26213871389636,5,5,0,1,1,18.0,18.0,18.0,2189.3803747174356,0.0604054613156805,-0.4757439915294281,0.1066847922454045,16919
06073013318,133.18,True,1.6296375042983238,2,2,0,2,1,19.0,19.0,19.0,325.57024382182175,0.0208143619097177,-0.6942509557251677,0.1447899050344737,7687
